track,artist,spotify_playlist,spotify_charts,spotify_streams,apple_playlist,deezer_playlist,deezer_charts,shazam_charts,datetime,is_outlier
El Merengue,Marshmello,59791.0,80570021.0,528420867.0,84.0,70.0,3574930.0,3007373.0,2023-03-03,True
Made For Me,Muni Long,13253.0,40716529.0,142945230.0,59.0,41.0,9215342.0,2466891.0,2023-09-15,True
Let's Go 4,Mc IG,27317.0,24472348.0,269785626.0,11.0,38.0,9909048.0,417614.0,2023-09-11,True
TELEKINESIS,Travis Scott,92838.0,14575457.0,313693195.0,17.0,8.0,61212.0,809119.0,2023-07-28,True
Daqui pra Sempre,Manu,12794.0,30495153.0,181784966.0,17.0,42.0,8789193.0,329363.0,2023-09-22,True
Martin & Gina,Polo G,212406.0,24064966.0,885756212.0,46.0,9.0,33343.0,1642067.0,2020-05-15,True
"thank u, next",Ariana Grande,134913.0,54753824.0,1878196824.0,238.0,371.0,885834.0,26082.0,2018-11-03,False
One Dance,Drake,379853.0,131832723.0,3192204066.0,550.0,165.0,1383884.0,21316589.0,2016-04-04,True
ily (i love you baby) (feat. Emilee),Surf Mesa,160875.0,50549340.0,912461674.0,210.0,124.0,834608.0,8738165.0,2019-11-26,True
Hope,XXXTENTACION,201082.0,35338608.0,1442703001.0,15.0,5.0,2958.0,4703306.0,2018-03-16,True
TRUSTFALL,P!nk,35610.0,35412821.0,255898884.0,80.0,38.0,2641584.0,3282634.0,2023-01-27,True
Intentions (feat. Quavo),Justin Bieber,124387.0,38596274.0,1177960398.0,250.0,82.0,1109498.0,4952770.0,2020-02-07,True
PRC,Peso Pluma,52040.0,23580184.0,668103212.0,52.0,4.0,1056738.0,889406.0,2023-01-24,True
Lemonade,Internet Money,280937.0,43396860.0,1320495311.0,191.0,67.0,1457645.0,4854882.0,2020-08-14,True
WITHOUT YOU,The Kid LAROI,192182.0,29317288.0,927908363.0,179.0,41.0,391181.0,854584.0,2020-11-06,True
Sensational (feat. Davido & Lojay),Chris Brown,20841.0,15882127.0,70652012.0,47.0,23.0,351301.0,1275094.0,2023-10-20,True
LET GO,Central Cee,131562.0,25729246.0,415699405.0,37.0,24.0,581393.0,1781022.0,2022-12-15,True
Blister In The Sun,Violent Femmes,34.0,302.0,250321751.0,8.0,15.0,237120.5,854584.0,2023-12-01,True
Savage (feat. Beyoncï¿½ï¿½) - R,Megan Thee Stallion,49403.0,19102863.0,428986855.0,151.0,60.0,136408.0,2104217.0,2020-04-29,True
No Idea,Don Toliver,176497.0,26466335.0,922761340.0,99.0,42.0,178187.0,4594225.0,2019-05-29,True
Love Yourself,Justin Bieber,221550.0,85152861.0,2423583406.0,287.0,114.0,644719.0,16182850.0,2015-11-09,True
Tï¿½ï¿½ ,Fuerza Regida,6068.0,47264152.0,188154454.0,32.0,13.0,1810337.0,445052.0,2024-02-09,True
Cari Mama Muda (Senorita Joven) - Original Mix,Carella,53.0,14039.0,149072.0,28.0,15.0,237120.5,857.0,2021-02-13,False
Need A Favor,Jelly Roll,26335.0,16587886.0,166866092.0,28.0,15.0,237120.5,1174949.0,2022-12-09,True
Heeriye (feat. Arijit Singh),Jasleen Royal,19549.0,12641512.0,296399608.0,28.0,1.0,1097.0,854584.0,2023-07-25,True
Work from Home (feat. Ty Dolla $ign),Fifth Harmony,126593.0,41728493.0,1429277695.0,206.0,93.0,463563.0,10883810.0,2016-01-01,True
Anabella,Khaid,2424.0,586834.0,14645123.0,6.0,15.0,237120.5,982458.0,2023-07-14,True
Cuando Te Amï¿,Cupula Roja,32312.5,13259481.0,239850720.0,28.0,15.0,237120.5,837439.0,2024-06-08,True
Bam Bam (feat. Ed Sheeran),Camila Cabello,106835.0,71070491.0,907821800.0,152.0,98.0,2702560.0,7126240.0,2021-10-29,True
The Motto,Tiï¿½ï¿,147373.0,98477761.0,818199643.0,223.0,129.0,3090312.0,4987597.0,2021-11-04,True
Single Soon,Selena Gomez,18831.0,38391532.0,205555865.0,71.0,42.0,8773245.0,1178404.0,2023-08-25,True
Falling Down - Bonus Track,Lil Peep,189320.0,31366549.0,1156060152.0,31.0,13.0,184670.0,3142956.0,2018-09-19,True
Close,Kush & TJ,32312.5,13259481.0,239850720.0,28.0,15.0,237120.5,33097904.0,2023-09-14,True
Sin Pijama,Becky G,70607.0,24678614.0,785389574.0,86.0,46.0,189420.0,4130954.0,2018-04-20,True
Wasted On You,Morgan Wallen,73851.0,11500647.0,717226454.0,41.0,3.0,5348.0,2061209.0,2021-01-08,True
BREAK MY SOUL,Beyoncï¿,80121.0,43604917.0,443564590.0,210.0,73.0,1986611.0,2682867.0,2022-06-21,True
Nimbu Kharbuja Bhail 2,Khesari Lal Yadav,139.0,195881.0,9396018.0,28.0,15.0,237120.5,12438.0,2023-12-11,False
Murder In My Mind,Kordhell,120095.0,62454609.0,668285368.0,21.0,7.0,127461.0,2597736.0,2022-01-21,True
Unstoppable,Sia,166761.0,75244498.0,1285237951.0,124.0,86.0,1468966.0,15422384.0,2016-01-21,True
traitor,Olivia Rodrigo,150597.0,73290053.0,1564979439.0,147.0,29.0,150235.0,3156314.0,2021-05-21,True
goosebumps,Travis Scott,381756.0,90317118.0,2396737761.0,210.0,82.0,2173347.0,8025643.0,2016-09-16,True
DIME QUE,Ian G.,32312.5,13259481.0,239850720.0,28.0,15.0,237120.5,5.0,2021-07-16,False
Quï¿½ï¿½ Mï¿½ï¿,J Balvin,117049.0,31186381.0,811810737.0,108.0,34.0,1198593.0,1744699.0,2021-05-28,True
Hrs and Hrs,Muni Long,58384.0,11312967.0,241632869.0,38.0,7.0,462675.0,2325531.0,2021-11-19,True
Boy With Luv (feat. Halsey),BTS,62333.0,28686399.0,1165842896.0,111.0,31.0,612134.0,3328531.0,2019-04-12,True
Broccoli,ati2x06,1.0,42.0,846435891.0,28.0,15.0,237120.5,854584.0,2024-01-17,True
Angel Baby,Troye Sivan,51383.0,15263459.0,533416336.0,49.0,15.0,12354.0,1409744.0,2021-09-09,True
Way 2 Sexy (with Future & Young Thug),Drake,159492.0,30567448.0,559759920.0,102.0,27.0,359622.0,2092908.0,2021-09-03,True
Bhauji Lenge Lenge,Khesari Lal Yadav,27.0,200816.0,1319711.0,28.0,15.0,237120.5,2690.0,2024-04-05,False
SORRY 4 THAT MUCH,Feid,1184.0,87529320.0,8757910.0,51.0,21.0,3488226.0,57091.0,2024-06-07,False
I WANNA BE YOUR SLAVE,Mï¿½ï¿½ne,240281.0,35343056.0,1053626902.0,117.0,50.0,1407171.0,6698043.0,2021-03-19,True
PUFFIN ON ZOOTIEZ,Future,135307.0,21175776.0,395167576.0,31.0,6.0,83735.0,1076988.0,2022-04-29,True
3D (feat. Jack Harlow),Jung Kook,27154.0,33077841.0,573249007.0,19.0,30.0,1569004.0,1379108.0,2023-09-29,True
XO Tour Llif3,Lil Uzi Vert,59071.0,11326598.0,2123458039.0,210.0,21.0,230295.0,5943217.0,2017-03-24,True
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,66018.0,36625617.0,378282960.0,109.0,56.0,951077.0,5877217.0,2022-10-28,True
Desire (with Sam Smith),Calvin Harris,43558.0,87204848.0,226519256.0,89.0,98.0,1777050.0,2178835.0,2023-07-28,True
Cute,Aurel Surya Lie,90.0,4986.0,142732.0,28.0,15.0,237120.5,21634.0,2022-08-29,False
Cold Heart - PNAU Remix,Elton John,314601.0,173805568.0,2011121774.0,441.0,302.0,15295344.0,18802954.0,2017-11-10,True
Con Altura,ROSALï¿½,81459.0,36880651.0,770653954.0,194.0,81.0,940235.0,2990649.0,2019-03-28,True
ýýýýýý (HEYA),IVE,1646.0,17870918.0,32189908.0,26.0,8.0,159862.0,58570.0,2024-04-29,False
LA CANCIï¿½,J Balvin,149957.0,78600154.0,1706325903.0,157.0,118.0,3592823.0,3149000.0,2019-06-28,True
In My Mind,Dynoro,235239.0,70280564.0,1432473324.0,182.0,146.0,2190340.0,17057505.0,2017-11-15,True
Chandelier,Sia,171065.0,77207881.0,1729264620.0,216.0,151.0,1369282.0,19192527.0,2014-01-01,True
Eastside (with Halsey & Khalid),benny blanco,174867.0,50426363.0,1736530084.0,173.0,51.0,518961.0,8681998.0,2018-07-12,True
Godzilla (feat. Juice WRLD),Eminem,241715.0,56568076.0,1456635235.0,76.0,61.0,502301.0,3056826.0,2020-01-17,True
All About That Bass,Meghan Trainor,92401.0,43164406.0,815661095.0,130.0,93.0,464181.0,16984011.0,2014-01-01,True
"Besharam Rang (From ""Pathaan"")",Vishal-Shekhar,10974.0,8344652.0,218291402.0,27.0,1.0,1097.0,267470.0,2022-12-12,True
MR. TAKE YA B*TCH (FEAT. CHRISEANROCK),Lil Mabu,15452.0,1964606.0,64754747.0,2.0,15.0,237120.5,375743.0,2023-10-17,True
Cheques,Shubh,18698.0,9458603.0,276505971.0,20.0,15.0,237120.5,509690.0,2023-05-19,True
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Riton,257132.0,93789915.0,979440925.0,286.0,159.0,4203809.0,8389740.0,2021-01-15,True
VAGABUNDO,Sebastian Yatra,44292.0,44021764.0,337650898.0,59.0,47.0,2145616.0,1434689.0,2023-05-12,True
Cheap Thrills,Sia,161840.0,45579916.0,1779046979.0,196.0,87.0,283297.0,28940990.0,2015-12-17,True
Yummy,Justin Bieber,96177.0,23338709.0,792379282.0,171.0,381.0,1239061.0,3298698.0,2020-01-03,True
On My Mama,Victoria Monï¿½,16874.0,43909927.0,119798692.0,55.0,39.0,8198464.0,1507722.0,2023-06-16,True
Wishing Well,Juice WRLD,157381.0,25837638.0,901486450.0,30.0,36.0,101369.0,1303125.0,2020-07-10,True
Jale 2 (feat. Vinay Yadav & Neha Shukla),Shiva Choudhary,3.0,710.0,239850720.0,28.0,15.0,237120.5,16.0,2023-10-26,False
Too Good At Goodbyes,Sam Smith,157801.0,71564108.0,2061017397.0,174.0,110.0,945336.0,8024678.0,2017-09-08,True
SPECIALZ,King Gnu,22972.0,6194085.0,178413226.0,20.0,5.0,29367.0,854584.0,2023-09-01,True
Ta Ta Ta,Bayanni,31737.0,2778661.0,85207310.0,18.0,7.0,248283.0,2121596.0,2022-08-24,True
Un Finde | CROSSOVER #2,Big One,34991.0,12554230.0,361219290.0,13.0,21.0,5312674.0,654350.0,2023-04-04,True
There's Nothing Holdin' Me Back,Shawn Mendes,185796.0,81455782.0,2043626431.0,190.0,293.0,2290114.0,14902121.0,2016-09-23,True
Gulabi Sadi,Sanju Rathod,983.0,2100536.0,34996527.0,1.0,15.0,237120.5,170779.0,2024-02-06,False
Breaking Me,Topic,184002.0,50489973.0,1128612961.0,267.0,133.0,2501793.0,15373934.0,2019-12-19,True
The 5th Letter,Hollywood Dots The Oncelor,32312.5,13259481.0,239850720.0,28.0,15.0,237120.5,854584.0,2022-10-28,True
Belong Together,Mark Ambor,19001.0,153692182.0,233969547.0,84.0,59.0,30602918.0,1139490.0,2024-02-16,True
Shake It Off,Taylor Swift,162649.0,73697294.0,1409692678.0,301.0,115.0,2264405.0,10197326.0,2014-01-01,True
LOVELY BASTARDS,ZWE1HVNDXR,37906.0,25613376.0,224798632.0,3.0,15.0,237120.5,1340592.0,2023-08-25,True
La Curiosidad,Jay Wheeler,107383.0,57705968.0,1099019265.0,104.0,23.0,1915136.0,1948311.0,2020-06-12,True
EL MAKINON,KAROL G,69491.0,28426363.0,574357002.0,91.0,41.0,2363366.0,1161001.0,2021-03-24,True
In The Stars,Benson Boone,107667.0,48040727.0,725214939.0,48.0,19.0,576576.0,3629083.0,2022-04-29,True
Shirt,SZA,68997.0,24096906.0,469322271.0,64.0,26.0,787665.0,1516065.0,2022-10-28,True
Tiryakinim,Bayhan,1805.0,4615455.0,34304595.0,6.0,1.0,1566667.0,163672.0,2024-04-18,False
We Don't Trust You,Future,13345.0,6655318.0,68542565.0,12.0,13.0,190012.0,194097.0,2024-03-22,True
Tï¿½ï¿,DENNIS,41237.0,24980357.0,333339751.0,44.0,67.0,3132886.0,1174062.0,2023-05-04,True
Cï¿½ï¿½ï¿½t ï¿½ï¿½ï¿½ï¿,Tï¿½ï¿½ng Duy ,1554.0,91085.0,6921900.0,1.0,15.0,237120.5,33933.0,2023-09-28,False
Call Out My Name,The Weeknd,229909.0,75001452.0,1780889877.0,121.0,62.0,333884.0,8331752.0,2018-03-29,True
Lose Control,MEDUZA,180309.0,53903360.0,932911098.0,265.0,305.0,2019465.0,8835435.0,2019-09-27,True
THE GREATEST,Billie Eilish,4192.0,13299713.0,74533081.0,60.0,8.0,208876.0,62349.0,2024-05-17,False
X - Remix,Nicky Jam,36912.0,15902955.0,341040837.0,23.0,19.0,112905.0,727415.0,2018-06-19,True
223's (feat. 9lokknine),YNW Melly,97431.0,11914330.0,484542375.0,13.0,5.0,31550.0,1457720.0,2019-08-09,True
Saami Saami,Mounika Yadav,3192.0,1364915.0,43286859.0,4.0,15.0,237120.5,69519.0,2021-10-28,False
ýýchame La Culpa,Luis Fonsi,92728.0,21057073.0,935042457.0,92.0,76.0,175283.0,8719140.0,2017-11-17,True
Mask Off,Future,281838.0,66110271.0,1596770801.0,220.0,68.0,544177.0,11357103.0,2017-01-01,True
BON,Number_i,133.0,4401335.0,7269751.0,13.0,15.0,237120.5,24786.0,2024-05-27,False
Before You Go,Lewis Capaldi,211573.0,106250249.0,1920784716.0,203.0,62.0,378234.0,12280979.0,2019-05-17,True
SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae,95507.0,22395876.0,428189728.0,100.0,24.0,101103.0,5024951.0,2021-09-16,True
Young Metro,Future,13782.0,24255616.0,69705399.0,7.0,3.0,55789.0,189143.0,2024-03-22,True
You Raise Me Up,Josh Groban,18.0,152.0,124486631.0,28.0,15.0,237120.5,854584.0,2023-11-17,True
Queencard,(G)I-DLE,25925.0,7047731.0,289304213.0,33.0,5.0,25127.0,689921.0,2023-05-15,True
"Maroon Color Sadiya (From ""Fasal"")",Kalpana,142.0,221118.0,10371919.0,28.0,15.0,237120.5,15509.0,2024-03-12,False
RAPSTAR,Polo G,218155.0,31818910.0,923823292.0,143.0,28.0,283344.0,2180167.0,2021-04-09,True
Say Yes To Heaven,Lana Del Rey,73253.0,71366345.0,513353284.0,70.0,39.0,830621.0,3754332.0,2023-03-17,True
Building Blocks,Falls,1.0,4.0,239850720.0,28.0,15.0,237120.5,854584.0,2022-07-15,True
Maan Meri Jaan,King,25221.0,7852722.0,467454503.0,18.0,1.0,1097.0,397715.0,2022-10-12,True
Best Friend (feat. Doja Cat),Saweetie,95775.0,30817811.0,571532926.0,143.0,50.0,237821.0,2977469.0,2021-01-07,True
GATï¿½ï¿½,KAROL G,42444.0,22820163.0,427247328.0,38.0,24.0,6138492.0,1177588.0,2022-08-26,True
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,120975.0,28691304.0,1116304877.0,5.0,58.0,265507.0,854584.0,2017-02-23,True
Te Botï¿½ï¿½ - R,Nio Garcia,132271.0,43704712.0,1176693861.0,84.0,51.0,1787985.0,8825164.0,2017-01-01,True
SICKO MODE,Travis Scott,330314.0,97027433.0,2134271997.0,286.0,70.0,834774.0,10345810.0,2018-08-03,True
act ii: date @ 8 (remix),4batz,16536.0,54361056.0,89787741.0,49.0,34.0,1475723.0,585899.0,2024-03-08,True
Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj,53386.0,35912569.0,470659154.0,68.0,31.0,494407.0,1637333.0,2023-06-23,True
The Kind of Love We Make,Luke Combs,68177.0,14091711.0,470340261.0,45.0,7.0,141841.0,1452588.0,2022-06-17,True
Europapa,Joost,12493.0,25123151.0,111170278.0,27.0,34.0,1098059.0,178197.0,2024-02-29,True
OMG,NewJeans,53019.0,18823180.0,675591495.0,43.0,10.0,209526.0,702234.0,2023-01-02,True
Baila,Karl Wine,2732.0,204717.0,2947162.0,28.0,15.0,237120.5,1322093.0,2020-07-31,True
PUNTO 40,Rauw Alejandro,56179.0,20926929.0,396549329.0,43.0,23.0,368136.0,1071446.0,2022-09-22,True
In The Name Of Love,Martin Garrix,164935.0,69180262.0,1452194416.0,154.0,96.0,1089039.0,8395318.0,2015-10-23,True
Shorty Party,Cartel De Santa,28785.0,11052463.0,323657766.0,9.0,3.0,1108265.0,2690874.0,2023-03-04,True
Drama,aespa,11991.0,12559068.0,198043685.0,26.0,6.0,573116.0,261344.0,2023-11-10,True
Head & Heart (feat. MNEK),Joel Corry,190615.0,90132900.0,1196521179.0,383.0,216.0,3455476.0,8953467.0,2020-07-03,True
Callaita,Bad Bunny,156477.0,70813159.0,1448173030.0,145.0,58.0,3650942.0,3026321.0,2019-05-31,True
How Do I Say Goodbye,Dean Lewis,86820.0,35269550.0,459712644.0,57.0,21.0,85862.0,2330861.0,2022-08-05,True
One Step Closer,Linkin Park,91.0,485893.0,687919107.0,28.0,15.0,237120.5,854584.0,2024-04-12,True
ULTRA SOLO,Polimï¿½ï¿½ Westc,58995.0,18998905.0,360068693.0,35.0,19.0,138088.0,1212308.0,2022-02-14,True
Hundred Miles (Sped Up Version),Yall,4532.0,1638498.0,16264949.0,2.0,15.0,237120.5,235920.0,2023-02-03,True
SNAP,Rosa Linn,99333.0,60341587.0,1039482815.0,133.0,75.0,2521874.0,9224184.0,2022-03-19,True
Lambiyan Raataan,Jubin Nautiyal,4.0,16.0,53437.0,28.0,15.0,237120.5,854584.0,2021-08-27,True
Gangnam Style (ï¿½ï¿½ï¿½ï¿½ï¿½ï,PSY,103211.0,28183533.0,477162323.0,93.0,50.0,208246.0,7977546.0,2012-01-01,True
Criminal,NATTI NATASHA,84086.0,32287923.0,889098343.0,58.0,39.0,482047.0,3803337.0,2017-08-18,True
Chantaje,Shakira,96248.0,34837159.0,1006124005.0,114.0,91.0,871678.0,7404696.0,2016-01-01,True
Laugh Now Cry Later (feat. Lil Durk),Drake,222576.0,40254416.0,962634706.0,170.0,71.0,208959.0,2255595.0,2020-08-14,True
Psycho,Post Malone,183827.0,31780671.0,1517935273.0,92.0,45.0,356717.0,6938949.0,2018-02-23,True
Casanova,Soolking,46669.0,12795882.0,191488217.0,35.0,40.0,6429562.0,1457167.0,2023-07-06,True
Holanda,Jhayco,51073.0,31619869.0,320174752.0,48.0,22.0,534709.0,597203.0,2023-07-28,True
nï¿½ï¿½e,21 Savage,33551.0,52062674.0,150203467.0,24.0,12.0,91130.0,467115.0,2024-01-10,True
Faded,Alan Walker,221874.0,62851374.0,1943842010.0,103.0,107.0,1092635.0,26821494.0,2015-12-04,True
Cough,Kizz Daniel,24888.0,4522560.0,86103527.0,20.0,6.0,438492.0,3663496.0,2022-10-13,True
Afraid To Feel,LF SYSTEM,146218.0,60783514.0,355203657.0,112.0,55.0,1570302.0,3424307.0,2022-05-02,True
Wow.,Post Malone,201840.0,56914511.0,1680612367.0,137.0,42.0,35766.0,6704282.0,2018-12-24,True
Radioactive,Imagine Dragons,236427.0,68978853.0,1836362703.0,111.0,118.0,869248.0,16364.0,2012-01-01,False
RITMO (Bad Boys For Life),Black Eyed Peas,155959.0,47278163.0,961358721.0,201.0,147.0,1479424.0,11191965.0,2019-10-12,True
hot girl bummer,blackbear,198773.0,30644248.0,1265080733.0,120.0,29.0,652935.0,9785960.0,2019-08-23,True
Dancing With A Stranger (with Normani),Sam Smith,113525.0,53504146.0,1349115675.0,180.0,76.0,1145425.0,9363816.0,2019-01-11,True
Heartbreak Anniversary,Giveon,189404.0,63215005.0,1157206056.0,191.0,58.0,1276396.0,6963195.0,2020-02-21,True
Toxic,BoyWithUke,145080.0,16730668.0,690010618.0,24.0,27.0,541010.0,5582299.0,2021-09-10,True
Tennessee Whiskey,Chris Stapleton,162233.0,36021163.0,954073526.0,117.0,24.0,15644.0,5069348.0,2015-04-28,True
Up,Cardi B,97970.0,34102798.0,646916214.0,173.0,60.0,214629.0,3173352.0,2021-02-04,True
UN PREVIEW,Bad Bunny,45343.0,26714184.0,253455087.0,32.0,25.0,1747573.0,554474.0,2023-09-25,True
Prada Dem (feat. Offset),Gunna,10723.0,43670163.0,57374288.0,37.0,4.0,1345101.0,241004.0,2024-03-15,True
Don't Be Shy,Tiï¿½ï¿,95938.0,62300199.0,686371118.0,130.0,87.0,604339.0,4879555.0,2021-08-12,True
Sabor Fresa,Fuerza Regida,37578.0,22883474.0,502536183.0,40.0,17.0,2206560.0,591279.0,2023-06-22,True
MON LOVE OHO,Liamsi,12008.0,950490.0,24215252.0,1.0,1.0,839.0,1389350.0,2023-04-07,True
Surround Sound (feat. 21 Savage & Baby Tate),JID,170892.0,80727459.0,548724288.0,53.0,28.0,2732487.0,5341857.0,2022-01-14,True
Feather,Sabrina Carpenter,32825.0,79636817.0,488979989.0,60.0,72.0,5800066.0,1261815.0,2023-03-17,True
Super Gremlin,Kodak Black,123862.0,25561593.0,416955991.0,65.0,20.0,126629.0,2259867.0,2021-10-30,True
Natural,Imagine Dragons,154255.0,36941962.0,1228556153.0,72.0,45.0,494642.0,10463981.0,2018-07-17,True
La Triple M,Mawell,9405.0,3224288.0,44557662.0,1.0,1.0,210.0,497340.0,2023-06-02,True
OUT WEST (feat. Young Thug),JACKBOYS,165912.0,33706762.0,709850383.0,69.0,24.0,103760.0,3068690.0,2019-12-27,True
"Fear Song (From ""Devara Part 1"") [Tamil]",Anirudh Ravichander,63.0,944526.0,945093.0,2.0,15.0,237120.5,6139.0,2024-05-19,False
High Hopes,Panic! At The Disco,207598.0,99517459.0,1602076880.0,20.0,98.0,987939.0,854584.0,2018-05-23,True
Papa,Lori,32312.5,13259481.0,239850720.0,28.0,15.0,237120.5,854584.0,2022-11-24,True
Memory Reboot,Vï¿½,33442.0,16618553.0,168087455.0,28.0,7.0,278942.0,1425007.0,2023-01-13,True
Side To Side,Ariana Grande,120921.0,38322144.0,1427792654.0,128.0,180.0,930854.0,7455134.0,2016-04-01,True
Last Night,Morgan Wallen,5520.0,576014.0,922010059.0,49.0,15.0,237120.5,854584.0,2023-01-31,True
Build a Bitch,Bella Poarch,81642.0,21651326.0,452542081.0,77.0,25.0,64858.0,2055722.0,2021-05-14,True
"Natanael Cano: Bzrp Music Sessions, Vol. 59",Bizarrap,6242.0,27462520.0,126619484.0,10.0,11.0,2351766.0,854584.0,2024-04-02,True
400 Degreez,JUVENILE,2.0,2.0,11610247.0,28.0,15.0,237120.5,854584.0,2024-03-29,True
Y LLORO,Junior H,16161.0,16393454.0,363816146.0,24.0,13.0,6958217.0,711146.0,2023-10-05,True
Streets,Doja Cat,154003.0,62848076.0,1056939084.0,155.0,39.0,318451.0,6716450.0,2019-11-07,True
How We Roll,Ciara,11757.0,1829300.0,36007719.0,16.0,4.0,66406.0,790290.0,2023-08-04,True
"Satranga (From ""Animal"")",Arijit Singh,9450.0,15024564.0,214352397.0,14.0,15.0,237120.5,239890.0,2023-10-28,True
My Universe,Coldplay,124247.0,79296537.0,1269607301.0,28.0,15.0,237120.5,854584.0,2021-09-24,True
Peaches & Eggplants (feat. 21 Savage),Young Nudy,54118.0,15660760.0,157446814.0,31.0,16.0,1339752.0,1447731.0,2023-02-27,True
"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",Nardo Wick,103369.0,11693843.0,248749251.0,44.0,8.0,40089.0,856723.0,2021-10-08,True
Thinking Out Loud,Ed Sheeran,17.0,2117.0,473328.0,28.0,15.0,237120.5,854584.0,2017-03-28,True
O Me Voy O Te Vas,Natanael Cano,14009.0,22457916.0,226233020.0,10.0,8.0,1427933.0,345895.0,2023-10-11,True
Punterï¿½,Shakira,3482.0,40692106.0,44416140.0,50.0,62.0,2324709.0,457125.0,2024-03-21,True
Girls Like You (feat. Cardi B),Maroon 5,145231.0,35076065.0,1650167380.0,153.0,284.0,346258.0,10878345.0,2017-11-03,True
Slime You Out (feat. SZA),Drake,54946.0,23594885.0,202169670.0,29.0,15.0,1651235.0,791868.0,2023-09-15,True
Therefore I Am,Billie Eilish,132298.0,34341587.0,805133547.0,229.0,43.0,1347969.0,3468671.0,2020-11-12,True
Wish You The Best,Lewis Capaldi,37111.0,22160670.0,245513981.0,66.0,25.0,2306379.0,2064588.0,2023-04-14,True
New Rules,Dua Lipa,32312.5,13259481.0,239850720.0,28.0,15.0,237120.5,854584.0,2018-07-20,True
Stitches,Shawn Mendes,170905.0,58551250.0,1907768690.0,206.0,132.0,291799.0,14744823.0,2015-02-10,True
Back On 74,Jungle,61462.0,73347896.0,212122034.0,78.0,52.0,1421707.0,1510651.0,2023-07-28,True
"Welcome To Rosas - From ""Wish""",Ariana DeBose,1146.0,6969708.0,12375503.0,5.0,1.0,18.0,13348.0,2023-11-01,False
Por Mi Mexico (Remix),Lefty Sm,8721.0,6921023.0,98795736.0,8.0,3.0,146132.0,312223.0,2023-08-25,True
THIS YEAR (Blessings),Victor Thompson,45328.0,7606515.0,134208327.0,16.0,7.0,49865.0,2334472.0,2023-01-04,True
"Abrarï¿½ï¿½ï¿½s Entry | Jamal Kudu ""ANIMAL"")",Harshavardhan Rameshwar,4639.0,1510883.0,56885072.0,7.0,15.0,237120.5,1025493.0,2023-12-06,True
Fair Trade (with Travis Scott),Drake,220374.0,42648915.0,819136167.0,67.0,30.0,783511.0,1942002.0,2021-09-03,True
Mayores,Becky G,66677.0,26417997.0,709559454.0,84.0,42.0,316122.0,3920423.0,2017-07-14,True
CHORRITO PA LAS ANIMAS,Feid,61360.0,26903567.0,558560568.0,44.0,19.0,4059655.0,815675.0,2022-12-02,True
New Divide,Linkin Park,161.0,923021.0,340239513.0,1.0,15.0,237120.5,2651682.0,2024-04-12,True
White Horse,Chris Stapleton,28835.0,15122339.0,155443055.0,29.0,5.0,93564.0,753888.0,2023-07-21,True
Ojitos Rojos,Grupo Frontera,20975.0,10461108.0,221287566.0,7.0,10.0,611553.0,465957.0,2023-07-21,True
La Morocha,Luck Ra,17882.0,11897449.0,161280933.0,6.0,19.0,5276316.0,214253.0,2023-07-07,True
Who Is Your Guy?,Spyro,6366.0,592410.0,21236593.0,3.0,5.0,42780.0,1091071.0,2022-11-25,True
You Right,Doja Cat,119953.0,44866271.0,831648193.0,131.0,33.0,564789.0,4190926.0,2021-06-24,True
AMG,Natanael Cano,51522.0,21663790.0,674025091.0,34.0,6.0,1183532.0,967374.0,2022-11-24,True
Bandido,Myke Towers,99936.0,23605544.0,700122551.0,81.0,23.0,1510919.0,2128888.0,2020-12-10,True
Karma,JoJo Siwa,1840.0,5419557.0,17310258.0,20.0,8.0,238742.0,77101.0,2024-04-05,False
El Gordo Trae El Mando,Chino Pacas,38598.0,20258181.0,545234876.0,15.0,3.0,194738.0,1226973.0,2023-01-27,True
Ya No Tengo Tu Love,Sie7e,1911.0,300718.0,4561175.0,2.0,1.0,64.0,46729.0,2023-12-06,False
52 Gaj Ka Daman,Renuka Panwar,4295.0,619647.0,48929060.0,1.0,15.0,237120.5,148140.0,2020-10-02,False
FTCU,Nicki Minaj,24101.0,35583769.0,167977668.0,29.0,17.0,307357.0,819021.0,2023-12-08,True
Go Crazy,Young Thug,126934.0,20887762.0,699336080.0,177.0,32.0,935466.0,5747453.0,2020-05-05,True
La Jumpa,Arcï¿½ï¿½,99063.0,53041655.0,716829483.0,59.0,20.0,879528.0,1521416.0,2022-11-30,True
I Don't Care,Boy Spyce,328.0,717595.0,3475009.0,7.0,1.0,44081.0,286125.0,2024-02-23,True
Roar,Katy Perry,146653.0,68107488.0,1156191242.0,237.0,134.0,832419.0,1261.0,2013-01-01,False
No Guidance (feat. Drake),Chris Brown,157003.0,35028641.0,1030515485.0,185.0,38.0,513679.0,8062187.0,2019-06-08,True
34+35,Ariana Grande,97191.0,40917688.0,978617707.0,109.0,29.0,259515.0,1769544.0,2020-10-30,True
Permission to Dance,BTS,43682.0,27994315.0,675763141.0,120.0,14.0,202608.0,1730648.0,2021-07-09,True
